disruption_type_road_closure,disruption_type_traffic_jam,disruption_severity,distance_to_disruption_center,remaining_deliveries,distance_along_route_to_disruption,distance_to_next_delivery_along_route,next_delivery_before_disruption,alternative_route_density,urban_density,best_action,disruption_id,target_driver_id,all_actions_travel_time,all_actions_route_length,disruption_raw_type,disruption_location_lat,disruption_location_lon,disruption_affected_area_radius,disruption_duration,initial_driver_position_lat,initial_driver_position_lon,initial_driver_route_points_json,all_delivery_points_original_json,driver_assignments_json,warehouse_location_original_json
1.0,0.0,0.7,0.030955546437948657,0.05,0.030676655777607503,0.04035263549033724,0.0,0.8439716312056738,1.0,reroute_basic,9420,2,"{'reroute_basic': inf, 'reroute_tight_avoidance': inf, 'reroute_wide_avoidance': inf}","{'reroute_basic': 941.3497381309035, 'reroute_tight_avoidance': 941.3497381309035, 'reroute_wide_avoidance': 941.3497381309035}",ROAD_CLOSURE,54.906637933875544,23.912793109481445,217.2488994847826,135,54.9043497,23.915551,"[[54.9028742, 23.9085869], [54.9034089, 23.9103337], [54.9034791, 23.9112751], [54.9032983, 23.911683], [54.9027006, 23.9122561], [54.902925, 23.9128779], [54.9030953, 23.9133426], [54.9034435, 23.9142986], [54.9040411, 23.9159479], [54.9043497, 23.915551], [54.9048004, 23.9147528], [54.9063176, 23.9121883], [54.9069072, 23.9133015]]","[[54.9027, 23.9096], [54.8985, 23.9036], [54.9065, 23.9138], [54.8957, 23.9241], [54.9112, 23.8972]]","{""0"": [0], ""1"": [1], ""2"": [2], ""3"": [3], ""4"": [4]}","[54.9027, 23.9096]"
1.0,0.0,0.7,0.07423710570499449,0.1,0.0797542041489391,0.0,1.0,0.7222222222222222,1.0,reroute_basic,8238,0,"{'reroute_basic': inf, 'reroute_tight_avoidance': inf, 'reroute_wide_avoidance': inf}","{'reroute_basic': 2506.90885465411, 'reroute_tight_avoidance': 2506.90885465411, 'reroute_wide_avoidance': 2506.90885465411}",ROAD_CLOSURE,54.898618449305026,23.903401983187468,170.34195091325,135,54.9032983,23.911683,"[[54.9028742, 23.9085869], [54.9034089, 23.9103337], [54.9034791, 23.9112751], [54.9032983, 23.911683], [54.9027006, 23.9122561], [54.8989956, 23.9029891], [54.8985048, 23.9035264]]","[[54.9027, 23.9096], [54.8985, 23.9036], [54.9065, 23.9138], [54.8957, 23.9241], [54.9112, 23.8972]]","{""0"": [0, 1], ""1"": [2, 3], ""2"": [4]}","[54.9027, 23.9096]"
1.0,0.0,0.7,0.036295611186154306,0.05,0.025167658358233966,0.07981060013631258,0.0,0.7931034482758621,1.0,reroute_basic,7026,1,"{'reroute_basic': 313.78526503868, 'reroute_tight_avoidance': 313.78526503868, 'reroute_wide_avoidance': 313.78526503868}","{'reroute_basic': 3722.046416528502, 'reroute_tight_avoidance': 3722.046416528502, 'reroute_wide_avoidance': 3722.046416528502}",ROAD_CLOSURE,54.90408893937864,23.915886372296235,215.61123682325137,135,54.9034089,23.9103337,"[[54.9028742, 23.9085869], [54.9034089, 23.9103337], [54.9034791, 23.9112751], [54.9032983, 23.911683], [54.9027006, 23.9122561], [54.902925, 23.9128779], [54.9030953, 23.9133426], [54.9034435, 23.9142986], [54.9040411, 23.9159479], [54.9043497, 23.915551], [54.9048004, 23.9147528], [54.9063176, 23.9121883], [54.9069072, 23.9133015]]","[[54.9027, 23.9096], [54.8985, 23.9036], [54.9065, 23.9138], [54.8957, 23.9241], [54.9112, 23.8972]]","{""0"": [0, 1], ""1"": [2], ""2"": [3], ""3"": [4]}","[54.9027, 23.9096]"
1.0,0.0,0.7,0.004171073920426347,0.05,0.0,0.0,0.0,0.8034188034188033,1.0,reroute_basic,6848,3,"{'reroute_basic': inf, 'reroute_tight_avoidance': inf, 'reroute_wide_avoidance': inf}","{'reroute_basic': 5077.346990739907, 'reroute_tight_avoidance': 5077.346990739907, 'reroute_wide_avoidance': 5077.346990739907}",ROAD_CLOSURE,54.90345714682712,23.91098070232267,198.82396077514744,135,54.9034089,23.9103337,"[[54.9028742, 23.9085869], [54.9034089, 23.9103337], [54.9034791, 23.9112751], [54.9032983, 23.911683], [54.9027006, 23.9122561], [54.902925, 23.9128779], [54.9030953, 23.9133426], [54.9034435, 23.9142986], [54.9040411, 23.9159479], [54.9029273, 23.917786], [54.9023236, 23.918755], [54.9022605, 23.9188315], [54.8997487, 23.9224618], [54.898644, 23.9232402], [54.8983044, 23.9244624], [54.8978775, 23.9252127], [54.8971957, 23.9252772], [54.8967699, 23.9252469], [54.8959018, 23.9251864], [54.8952648, 23.9241758]]","[[54.9027, 23.9096], [54.8985, 23.9036], [54.9065, 23.9138], [54.8957, 23.9241], [54.9112, 23.8972]]","{""0"": [0], ""1"": [1], ""2"": [2], ""3"": [3], ""4"": [4]}","[54.9027, 23.9096]"
1.0,0.0,0.7,0.07285330096013766,0.1,0.08304697433532027,0.0,1.0,0.7619047619047619,0.86,reroute_basic,7340,0,"{'reroute_basic': inf, 'reroute_tight_avoidance': inf, 'reroute_wide_avoidance': inf}","{'reroute_basic': 3611.215059045478, 'reroute_tight_avoidance': 3611.215059045478, 'reroute_wide_avoidance': 3611.215059045478}",ROAD_CLOSURE,54.89895397599754,23.903034667596824,122.00078111940962,135,54.9034791,23.9112751,"[[54.9028742, 23.9085869], [54.9034089, 23.9103337], [54.9034791, 23.9112751], [54.9032983, 23.911683], [54.9027006, 23.9122561], [54.8989956, 23.9029891], [54.8985048, 23.9035264]]","[[54.9027, 23.9096], [54.8985, 23.9036], [54.9065, 23.9138], [54.8957, 23.9241], [54.9112, 23.8972]]","{""0"": [0, 1], ""1"": [2], ""2"": [3], ""3"": [4]}","[54.9027, 23.9096]"
0.0,1.0,0.5328451022730988,0.01965460504135021,0.1,0.0,0.09246243568937688,0.0,0.8089171974522293,1.0,reroute_basic,4043,1,"{'no_action': 962.7482025869365, 'reroute_basic': 781.5052468629157, 'reroute_tight_avoidance': 786.2230861793611, 'reroute_wide_avoidance': 804.3178623797354}","{'no_action': 2703.9880160454427, 'reroute_basic': 5580.369356898137, 'reroute_tight_avoidance': 4800.34617117551, 'reroute_wide_avoidance': 6882.7398144615045}",TRAFFIC_JAM,54.90336058262104,23.911542485170777,451.2959250857584,70,54.9028742,23.9085869,"[[54.9028742, 23.9085869], [54.9034089, 23.9103337], [54.9034791, 23.9112751], [54.9032983, 23.911683], [54.9027006, 23.9122561], [54.902925, 23.9128779], [54.9030953, 23.9133426], [54.9034435, 23.9142986], [54.9040411, 23.9159479], [54.9043497, 23.915551], [54.9048004, 23.9147528], [54.9063176, 23.9121883], [54.9069072, 23.9133015], [54.9063176, 23.9121883], [54.9048004, 23.9147528], [54.9043497, 23.915551], [54.9040411, 23.9159479], [54.9029273, 23.917786], [54.9023236, 23.918755], [54.9022605, 23.9188315], [54.8997487, 23.9224618], [54.898644, 23.9232402], [54.8983044, 23.9244624], [54.8978775, 23.9252127], [54.8971957, 23.9252772], [54.8967699, 23.9252469], [54.8959018, 23.9251864], [54.8952648, 23.9241758]]","[[54.9027, 23.9096], [54.8985, 23.9036], [54.9065, 23.9138], [54.8957, 23.9241], [54.9112, 23.8972]]","{""0"": [0, 1], ""1"": [2, 3], ""2"": [4]}","[54.9027, 23.9096]"
0.0,1.0,0.95,0.001288854855224057,0.05,0.0,0.0,0.0,0.8164794007490638,1.0,reroute_basic,4647,1,"{'no_action': 706.7887699102664, 'reroute_basic': 598.7228491824987, 'reroute_tight_avoidance': 598.7228491824987, 'reroute_wide_avoidance': 598.7228491824987}","{'no_action': 1082.1653460989326, 'reroute_basic': 1796.9049594566889, 'reroute_tight_avoidance': 1796.9049594566889, 'reroute_wide_avoidance': 1796.9049594566889}",TRAFFIC_JAM,54.90340833127205,23.911434760199853,583.0062108440867,114,54.9034791,23.9112751,"[[54.9028742, 23.9085869], [54.9034089, 23.9103337], [54.9034791, 23.9112751], [54.9032983, 23.911683], [54.9027006, 23.9122561], [54.8989956, 23.9029891], [54.8985048, 23.9035264]]","[[54.9027, 23.9096], [54.8985, 23.9036], [54.9065, 23.9138], [54.8957, 23.9241], [54.9112, 23.8972]]","{""0"": [0], ""1"": [1], ""2"": [2], ""3"": [3], ""4"": [4]}","[54.9027, 23.9096]"
0.0,1.0,0.6314606464003387,0.017798249106143714,0.1,0.0,0.10821653460989325,0.0,0.7999999999999999,1.0,reroute_basic,6006,0,"{'no_action': 200.65015895167568, 'reroute_basic': 109.538386051666, 'reroute_tight_avoidance': 109.538386051666, 'reroute_wide_avoidance': 109.538386051666}","{'no_action': 1082.1653460989326, 'reroute_basic': 1477.4642886549273, 'reroute_tight_avoidance': 1477.4642886549273, 'reroute_wide_avoidance': 1477.4642886549273}",TRAFFIC_JAM,54.90347125407195,23.911169884093123,180.60489845474908,81,54.9028742,23.9085869,"[[54.9028742, 23.9085869], [54.9034089, 23.9103337], [54.9034791, 23.9112751], [54.9032983, 23.911683], [54.9027006, 23.9122561], [54.8989956, 23.9029891], [54.8985048, 23.9035264]]","[[54.9027, 23.9096], [54.8985, 23.9036], [54.9065, 23.9138], [54.8957, 23.9241], [54.9112, 23.8972]]","{""0"": [0, 1], ""1"": [2, 3], ""2"": [4]}","[54.9027, 23.9096]"
0.0,1.0,0.95,0.08135570035824768,0.05,0.04047495314770986,0.27741067397352565,0.0,0.7638376383763837,1.0,reroute_basic,8056,3,"{'no_action': 1301.907334742556, 'reroute_basic': 1152.1654363156026, 'reroute_tight_avoidance': 1152.1654363156026, 'reroute_wide_avoidance': 1150.1954692867196}","{'no_action': 2985.701843072788, 'reroute_basic': 4412.034551278007, 'reroute_tight_avoidance': 4412.034551278007, 'reroute_wide_avoidance': 7657.009353701918}",TRAFFIC_JAM,54.90093700930761,23.89321200680968,599.1383949207517,114,54.9018074,23.9058463,"[[54.9028742, 23.9085869], [54.9018074, 23.9058463], [54.901499, 23.9050514], [54.9010044, 23.9036397], [54.8996974, 23.9006969], [54.8982421, 23.8962616], [54.8983238, 23.8953505], [54.8983882, 23.894824], [54.8985939, 23.8933648], [54.8987936, 23.8928499], [54.8990776, 23.8926641], [54.9000267, 23.8927173], [54.9008679, 23.8931677], [54.9009866, 23.8932438], [54.9014448, 23.8939165], [54.9019241, 23.8935757], [54.9022539, 23.8928145], [54.9041832, 23.888242], [54.9045699, 23.8881436], [54.90466, 23.8882253], [54.9050331, 23.8889797], [54.9092923, 23.8942934], [54.9101134, 23.8953944], [54.9111354, 23.897934]]","[[54.9027, 23.9096], [54.8985, 23.9036], [54.9065, 23.9138], [54.8957, 23.9241], [54.9112, 23.8972]]","{""0"": [0, 1], ""1"": [2], ""2"": [3], ""3"": [4]}","[54.9027, 23.9096]"
1.0,0.0,0.95,0.05123613056665723,0.05,0.056185958421208396,0.00807429880045579,1.0,0.7291666666666666,0.94,reroute_basic,3823,2,"{'reroute_basic': 430.77955191025285, 'reroute_tight_avoidance': 430.77955191025285, 'reroute_wide_avoidance': 430.77955191025285}","{'reroute_basic': 6073.533334386175, 'reroute_tight_avoidance': 6073.533334386175, 'reroute_wide_avoidance': 6073.533334386175}",ROAD_CLOSURE,54.90446952259636,23.888169142116674,123.25207004279758,172,54.9008679,23.8931677,"[[54.9028742, 23.9085869], [54.9018074, 23.9058463], [54.901499, 23.9050514], [54.9010044, 23.9036397], [54.8996974, 23.9006969], [54.8982421, 23.8962616], [54.8983238, 23.8953505], [54.8983882, 23.894824], [54.8985939, 23.8933648], [54.8987936, 23.8928499], [54.8990776, 23.8926641], [54.9000267, 23.8927173], [54.9008679, 23.8931677], [54.9009866, 23.8932438], [54.9014448, 23.8939165], [54.9019241, 23.8935757], [54.9022539, 23.8928145], [54.9041832, 23.888242], [54.9045699, 23.8881436], [54.90466, 23.8882253], [54.9050331, 23.8889797], [54.9092923, 23.8942934], [54.9101134, 23.8953944], [54.9111354, 23.897934]]","[[54.9027, 23.9096], [54.8985, 23.9036], [54.9065, 23.9138], [54.8957, 23.9241], [54.9112, 23.8972]]","{""0"": [0, 1], ""1"": [2, 3], ""2"": [4]}","[54.9027, 23.9096]"
1.0,0.0,0.7,0.07238324922121313,0.1,0.0721650158729993,0.07861375475273885,0.0,0.7619047619047619,0.55,reroute_basic,9979,0,"{'reroute_basic': inf, 'reroute_tight_avoidance': inf, 'reroute_wide_avoidance': inf}","{'reroute_basic': 3611.215059045478, 'reroute_tight_avoidance': 3611.215059045478, 'reroute_wide_avoidance': 3611.215059045478}",ROAD_CLOSURE,54.89875116165826,23.903256697231082,96.87312068361864,135,54.9027006,23.9122561,"[[54.9028742, 23.9085869], [54.9034089, 23.9103337], [54.9034791, 23.9112751], [54.9032983, 23.911683], [54.9027006, 23.9122561], [54.8989956, 23.9029891], [54.8985048, 23.9035264]]","[[54.9027, 23.9096], [54.8985, 23.9036], [54.9065, 23.9138], [54.8957, 23.9241], [54.9112, 23.8972]]","{""0"": [0, 1], ""1"": [2, 3], ""2"": [4]}","[54.9027, 23.9096]"
0.0,1.0,0.06162099073623842,0.004332107631419972,0.1,0.0,0.08948657984904232,0.0,0.808641975308642,1.0,reroute_basic,5209,1,"{'no_action': 326.97201297393, 'reroute_basic': 199.39285907819058, 'reroute_tight_avoidance': 199.39285907819058, 'reroute_wide_avoidance': 199.39285907819058}","{'no_action': 2703.9880160454427, 'reroute_basic': 1811.5806765394839, 'reroute_tight_avoidance': 1811.5806765394839, 'reroute_wide_avoidance': 1811.5806765394839}",TRAFFIC_JAM,54.903459009505774,23.91100568132108,531.1371155197437,21,54.9034089,23.9103337,"[[54.9028742, 23.9085869], [54.9034089, 23.9103337], [54.9034791, 23.9112751], [54.9032983, 23.911683], [54.9027006, 23.9122561], [54.902925, 23.9128779], [54.9030953, 23.9133426], [54.9034435, 23.9142986], [54.9040411, 23.9159479], [54.9043497, 23.915551], [54.9048004, 23.9147528], [54.9063176, 23.9121883], [54.9069072, 23.9133015], [54.9063176, 23.9121883], [54.9048004, 23.9147528], [54.9043497, 23.915551], [54.9040411, 23.9159479], [54.9029273, 23.917786], [54.9023236, 23.918755], [54.9022605, 23.9188315], [54.8997487, 23.9224618], [54.898644, 23.9232402], [54.8983044, 23.9244624], [54.8978775, 23.9252127], [54.8971957, 23.9252772], [54.8967699, 23.9252469], [54.8959018, 23.9251864], [54.8952648, 23.9241758]]","[[54.9027, 23.9096], [54.8985, 23.9036], [54.9065, 23.9138], [54.8957, 23.9241], [54.9112, 23.8972]]","{""0"": [0, 1], ""1"": [2, 3], ""2"": [4]}","[54.9027, 23.9096]"
0.0,1.0,0.41032625824023766,0.06172166899278328,0.05,0.006130945044136519,0.0,1.0,0.7578947368421053,1.0,reroute_basic,1721,2,"{'no_action': 586.4900466259869, 'reroute_basic': 360.158671782968, 'reroute_tight_avoidance': 360.158671782968, 'reroute_wide_avoidance': 360.158671782968}","{'no_action': 2985.701843072788, 'reroute_basic': 4412.034551278007, 'reroute_tight_avoidance': 4412.034551278007, 'reroute_wide_avoidance': 4412.034551278007}",TRAFFIC_JAM,54.89874515612704,23.897794758001965,586.4697978821564,58,54.9018074,23.9058463,"[[54.9028742, 23.9085869], [54.9018074, 23.9058463], [54.901499, 23.9050514], [54.9010044, 23.9036397], [54.8996974, 23.9006969], [54.8982421, 23.8962616], [54.8983238, 23.8953505], [54.8983882, 23.894824], [54.8985939, 23.8933648], [54.8987936, 23.8928499], [54.8990776, 23.8926641], [54.9000267, 23.8927173], [54.9008679, 23.8931677], [54.9009866, 23.8932438], [54.9014448, 23.8939165], [54.9019241, 23.8935757], [54.9022539, 23.8928145], [54.9041832, 23.888242], [54.9045699, 23.8881436], [54.90466, 23.8882253], [54.9050331, 23.8889797], [54.9092923, 23.8942934], [54.9101134, 23.8953944], [54.9111354, 23.897934]]","[[54.9027, 23.9096], [54.8985, 23.9036], [54.9065, 23.9138], [54.8957, 23.9241], [54.9112, 23.8972]]","{""0"": [0, 1], ""1"": [2, 3], ""2"": [4]}","[54.9027, 23.9096]"
