disruption_type_road_closure,disruption_type_traffic_jam,disruption_severity,distance_to_disruption_center,remaining_deliveries,distance_along_route_to_disruption,distance_to_next_delivery_along_route,next_delivery_before_disruption,alternative_route_density,urban_density,best_action
0.0,1.0,0.6730946693941791,0.03229079894232531,0.05,0.0,0.19838857218081454,0.0,0.7655259822560203,1.0,reroute_tight_avoidance
0.0,1.0,0.3554107311554475,0.0049804813915541035,0.1,0.0,0.0,0.0,0.8027210884353742,1.0,reroute_basic
1.0,0.0,0.7,0.03595246022513006,0.05,0.04505459997171457,0.0,1.0,0.5555555555555556,0.22,reroute_basic
1.0,0.0,0.7,0.043592011593650226,0.05,0.04152316578619521,0.0,1.0,0.358974358974359,0.66,reroute_basic
0.0,1.0,0.5011197283258505,0.08016907595374013,0.05,0.059124931440293016,0.006667590438928664,1.0,0.8154761904761906,1.0,reroute_basic
0.0,1.0,0.621180605102152,0.032292387463784704,0.05,0.0,0.16243724625911496,0.0,0.8241758241758242,1.0,reroute_basic
1.0,0.0,0.7,0.05663675397049465,0.1,0.10176779573015371,0.0,1.0,0.7619047619047619,0.68,reroute_basic
0.0,1.0,0.7826154764171337,0.012356351574573793,0.1,0.0,0.0,0.0,0.822139303482587,1.0,reroute_basic
1.0,0.0,0.7,0.03446511779026728,0.05,0.0378598344939896,0.0,1.0,0.5925925925925926,0.26,reroute_basic
0.0,1.0,0.4914415158568761,0.0024139025190724524,0.05,0.0,0.038797227031975204,0.0,0.8269720101781171,1.0,reroute_tight_avoidance
1.0,0.0,0.7,0.007535565934115129,0.1,0.0060689858417691585,0.09556469905682896,0.0,0.7407407407407408,0.18,reroute_basic
0.0,1.0,0.09029728060477907,0.005067114119836393,0.05,0.0,0.07253563554495221,0.0,0.8152173913043478,1.0,reroute_basic
0.0,1.0,0.7801343117974691,0.004530471861722336,0.1,0.0,0.23257930769324603,0.0,0.8212121212121213,1.0,reroute_basic
0.0,1.0,0.34019845406410104,0.05543599188091382,0.05,0.04047495314770986,0.0,1.0,0.8063063063063063,1.0,reroute_basic
1.0,0.0,0.7,0.02658868003956497,0.05,0.02115951033375319,0.061634463481463043,0.0,0.8333333333333334,1.0,reroute_basic
1.0,0.0,0.7,0.004392395453407942,0.1,0.0,0.057083815430392044,0.0,0.746031746031746,1.0,reroute_basic
1.0,0.0,0.95,0.03241708108929226,0.05,0.0582824427645658,0.08962607775166925,0.0,0.7566137566137566,1.0,reroute_basic
0.0,1.0,0.8860351103570356,0.07276813398086288,0.1,0.03631554485332535,0.0,1.0,0.7795918367346939,1.0,reroute_tight_avoidance
1.0,0.0,0.8634722763179846,0.0021387079626351366,0.05,0.0,0.27741067397352565,0.0,0.8376068376068376,1.0,reroute_basic
0.0,1.0,0.6312986696376226,0.10028872110360734,0.1,0.161604966530355,0.007152309251442648,1.0,0.6811594202898551,1.0,reroute_basic
0.0,1.0,0.863100175873599,0.004052509019127113,0.05,0.0,0.0,0.0,0.8028169014084506,1.0,reroute_tight_avoidance
1.0,0.0,0.7,0.06249667195254369,0.05,0.07459083723703765,0.0,1.0,0.6153846153846154,0.74,reroute_basic
1.0,0.0,0.8026541444345108,0.05415543338615045,0.05,0.017904120341923544,0.1853403904960197,0.0,0.756880733944954,1.0,reroute_basic
1.0,0.0,0.7,0.072105757888218,0.05,0.0220135915812146,0.0,1.0,0.8277777777777778,1.0,reroute_basic
0.0,1.0,0.7579038935665361,0.019220826070864436,0.1,0.0,0.10213841540210661,0.0,0.8074074074074074,1.0,reroute_basic
1.0,0.0,0.7,0.01272324179050392,0.1,0.0,0.034944387262568224,0.0,0.7681159420289855,1.0,reroute_basic
0.0,1.0,0.336491753727423,0.031228752181922368,0.05,0.0,0.1361034676822338,0.0,0.7777777777777778,1.0,reroute_tight_avoidance
0.0,1.0,0.31945373766333174,0.028519773194133496,0.05,0.0,0.0,0.0,0.76010101010101,1.0,reroute_basic
1.0,0.0,0.7,0.027189807495978897,0.05,0.012651835553064287,0.10213841540210661,0.0,0.7333333333333334,1.0,reroute_basic
0.0,1.0,0.7419302495008597,0.011222908472720157,0.1,0.0,0.08341759400727317,0.0,0.8305555555555556,1.0,reroute_tight_avoidance
1.0,0.0,0.7,0.013483960136296201,0.1,0.0,0.09556469905682896,0.0,0.7619047619047619,1.0,reroute_basic
1.0,0.0,0.7150713480762895,0.05850772582976784,0.1,0.05042450789984737,0.0,1.0,0.611111111111111,1.0,reroute_basic
1.0,0.0,0.7,0.09793754560988623,0.1,0.161604966530355,0.007152309251442648,1.0,0.6481481481481481,1.0,reroute_basic
1.0,0.0,0.7,0.023159978737847867,0.05,0.010758246658504271,0.02322169511359835,0.0,0.7428571428571429,1.0,reroute_basic
1.0,0.0,0.7,0.033753848435865624,0.05,0.03717083012381761,0.0,1.0,0.39999999999999997,0.54,reroute_basic
0.0,1.0,0.6747386588060541,0.07327168076644208,0.05,0.056425759742657976,0.023774628987473442,1.0,0.6918238993710691,1.0,reroute_tight_avoidance
0.0,1.0,0.7829556948767815,0.061655192957329824,0.05,0.037819493911298255,0.18115806765394837,0.0,0.7724358974358975,1.0,reroute_tight_avoidance
0.0,1.0,0.48505658838136945,0.0011948558572978665,0.1,0.0,0.0060689858417691585,0.0,0.7986425339366515,1.0,reroute_basic
1.0,0.0,0.7,0.015782550485399737,0.1,0.0,0.029602779857154406,0.0,0.7906976744186047,1.0,reroute_basic
1.0,0.0,0.7,0.0497538728368249,0.05,0.06597293018516091,0.0178612705644083,1.0,0.706140350877193,1.0,reroute_basic
1.0,0.0,0.7,0.0181977141644483,0.1,0.029602779857154406,0.0,1.0,0.7619047619047619,0.6,reroute_basic
0.0,1.0,0.4306886746400884,0.015531067599185945,0.05,0.0,0.029602779857154406,0.0,0.8229885057471265,1.0,reroute_basic
1.0,0.0,0.7,0.07056418785785017,0.05,0.07990592266647673,0.0,1.0,0.7452574525745258,1.0,reroute_basic
1.0,0.0,0.7,0.0569790171316793,0.05,0.056425759742657976,0.0,1.0,0.6190476190476191,0.4,reroute_basic
0.0,1.0,0.6513829142244253,0.05337593713303431,0.05,0.05159533032979606,0.0,1.0,0.7520325203252032,1.0,reroute_basic
1.0,0.0,0.8148297802242923,0.02825266159336113,0.1,0.012651835553064287,0.27039880160454427,0.0,0.7291666666666666,1.0,reroute_basic
0.0,1.0,0.28221773812800566,0.04733165621132648,0.05,0.04942915127847078,0.0,1.0,0.64,1.0,reroute_basic
0.0,1.0,0.6176298155716264,0.0025872968206972855,0.1,0.0,0.0060689858417691585,0.0,0.7985739750445632,1.0,reroute_basic
0.0,1.0,0.3942855506888404,0.026316636594971892,0.1,0.0,0.2483852100233297,0.0,0.8169934640522877,1.0,reroute_tight_avoidance
0.0,1.0,0.5056029798660975,0.04441631052285733,0.05,0.009606406595541147,0.19494679709156085,0.0,0.7614035087719299,1.0,reroute_basic
0.0,1.0,0.9031653030046248,0.017087797881003793,0.1,0.0,0.0,0.0,0.6770833333333334,1.0,reroute_basic
1.0,0.0,0.95,0.0031864649766769563,0.1,0.0,0.0,0.0,0.7619047619047619,0.87,reroute_basic
1.0,0.0,0.7,0.015238366685912833,0.1,0.0,0.2253442016328297,0.0,0.7866666666666666,1.0,reroute_basic
0.0,1.0,0.48761728340480015,0.01989463219371603,0.1,0.0,0.0,0.0,0.7777777777777778,1.0,reroute_basic
1.0,0.0,0.7,0.0044523880266565015,0.1,0.0,0.0,0.0,0.753623188405797,1.0,reroute_basic
1.0,0.0,0.7,0.023061534463983516,0.1,0.018720821394833446,0.10821653460989325,0.0,0.7999999999999999,0.59,reroute_basic
0.0,1.0,0.6522997633946919,0.01865659761448155,0.1,0.0,0.0,0.0,0.7836257309941521,1.0,reroute_basic
1.0,0.0,0.7,0.04709546672374427,0.05,0.09246243568937688,0.05751804842680865,1.0,0.7956989247311829,1.0,reroute_basic
1.0,0.0,0.7,0.0273891909020392,0.1,0.012651835553064287,0.10213841540210661,0.0,0.7738095238095238,1.0,reroute_basic
0.0,1.0,0.6030652898086568,0.07679398211249085,0.05,0.0,0.0,0.0,0.8046204620462046,1.0,reroute_tight_avoidance
1.0,0.0,0.8413893162404218,0.09846447754775613,0.05,0.1263056634030402,0.00807429880045579,1.0,0.7222222222222222,1.0,reroute_basic
1.0,0.0,0.7,0.019115927306421393,0.05,0.012651835553064287,0.0,1.0,0.7777777777777778,0.4,reroute_basic
1.0,0.0,0.9110220396621608,0.0010984071803847469,0.1,0.0,0.0,0.0,0.7647058823529411,1.0,reroute_basic
0.0,1.0,0.95,0.004727115840403462,0.1,0.0,0.0,0.0,0.8123620309050773,1.0,reroute_basic
1.0,0.0,0.7,0.030419332014589035,0.05,0.013932992481315819,0.0,1.0,0.5172413793103449,1.0,reroute_basic
1.0,0.0,0.8187210542812537,0.05762819169321776,0.1,0.10176779573015371,0.0,1.0,0.7222222222222222,1.0,reroute_basic
0.0,1.0,0.23601426081446772,0.0011149153578218231,0.1,0.0,0.01088195846232096,0.0,0.8190476190476191,1.0,reroute_basic
1.0,0.0,0.7,0.10949734676139979,0.05,0.11322979381125911,0.29857018430727883,0.0,0.5362318840579711,1.0,reroute_basic
1.0,0.0,0.7,0.07137182012385682,0.05,0.06699513885875788,0.0,1.0,0.6666666666666666,0.96,reroute_basic
1.0,0.0,0.7,0.05839478377728673,0.1,0.05042450789984737,0.0,1.0,0.5238095238095238,0.54,reroute_basic
1.0,0.0,0.7662926512832091,0.10888647527028418,0.05,0.12089633471549868,0.0,1.0,0.731266149870801,1.0,reroute_basic
1.0,0.0,0.9435149184597189,0.004239604011830007,0.1,0.0,0.0,0.0,0.6,0.48,reroute_basic
1.0,0.0,0.8459735225800711,0.026238913523620535,0.05,0.02115951033375319,0.0,1.0,0.8412698412698413,1.0,reroute_basic
0.0,1.0,0.30775803379987376,0.09642474251972807,0.05,0.09428559423664758,0.0,1.0,0.7168141592920354,1.0,reroute_basic
1.0,0.0,0.7006032682484347,0.0612220826321077,0.05,0.0992121830235145,0.0,1.0,0.3333333333333333,0.26,reroute_basic
1.0,0.0,0.8076386032489257,0.12247675340737176,0.05,0.14665162598604078,0.028420261383456387,1.0,0.6041666666666666,1.0,reroute_basic
1.0,0.0,0.7,0.019384098479195623,0.05,0.0,0.05751804842680865,0.0,0.8177458033573141,1.0,reroute_basic
1.0,0.0,0.95,0.004006858945860404,0.1,0.0,0.0,0.0,0.8148148148148149,0.15,reroute_basic
1.0,0.0,0.7,0.0967696706537841,0.05,0.1354723808568805,0.0,1.0,0.7491039426523297,1.0,reroute_basic
1.0,0.0,0.7,0.1305247309982914,0.05,0.15817950683321427,0.17799526097314425,0.0,0.5925925925925926,1.0,reroute_basic
1.0,0.0,0.7,0.01714522298157496,0.05,0.012651835553064287,0.05751804842680865,0.0,0.7692307692307692,0.49,reroute_basic
1.0,0.0,0.7,0.00032380459664215497,0.05,0.0,0.09556469905682896,0.0,0.8080808080808081,1.0,reroute_basic
0.0,1.0,0.16289699719557577,0.014300890899908998,0.05,0.01088195846232096,0.0,1.0,0.7555555555555555,0.49,reroute_basic
0.0,1.0,0.257921151230681,0.05190072592105621,0.05,0.0,0.006667590438928664,0.0,0.7972027972027972,1.0,reroute_basic
0.0,1.0,0.6334071562257098,0.0048149131591319365,0.1,0.0,0.01695094430409012,0.0,0.8282051282051283,1.0,reroute_basic
0.0,1.0,0.8497132146721278,0.030621299528882925,0.05,0.0,0.0,0.0,0.7645502645502645,1.0,reroute_basic
1.0,0.0,0.7,0.0034941680318575762,0.05,0.0,0.0,0.0,0.7619047619047619,1.0,reroute_basic
0.0,1.0,0.57827255262623,0.012469062780945147,0.1,0.0,0.04740783571766231,0.0,0.8278236914600551,1.0,reroute_basic
1.0,0.0,0.7,0.06471219551467444,0.05,0.05910379195027272,0.0,1.0,0.5333333333333333,0.34,reroute_basic
1.0,0.0,0.7,0.09634633579557901,0.05,0.12489895504151306,0.006667590438928664,1.0,0.5789473684210527,1.0,reroute_basic
1.0,0.0,0.7,0.01849438537371978,0.1,0.0,0.0,0.0,0.7901234567901234,1.0,reroute_basic
0.0,1.0,0.8116120392899283,0.03831902733065869,0.1,0.03977218833055478,0.08012482382089202,0.0,0.8228228228228228,1.0,reroute_tight_avoidance
0.0,1.0,0.7209378389004535,0.04704386629727015,0.05,0.023041008390499974,0.03550445684559405,0.0,0.7699115044247787,1.0,reroute_basic
1.0,0.0,0.7480991337211331,0.06819344461545998,0.1,0.08911596017708942,0.0,1.0,0.7619047619047619,0.77,reroute_basic
0.0,1.0,0.43105075509150564,0.012616149854046506,0.1,0.0,0.0,0.0,0.8209459459459459,1.0,reroute_basic
0.0,1.0,0.3580909140580527,0.03025171802443731,0.1,0.0,0.011420040736403372,0.0,0.8300220750551875,1.0,reroute_basic
0.0,1.0,0.6024301410535838,0.11034955612554702,0.05,0.027290455377889707,0.0,1.0,0.7936221419975933,1.0,reroute_basic
1.0,0.0,0.7,0.052065387003094044,0.05,0.05477925005968127,0.1562425900286165,0.0,0.73224043715847,1.0,reroute_basic
0.0,1.0,0.4441768765885019,0.027139307193024643,0.1,0.0,0.2516779802097108,0.0,0.7926829268292682,1.0,reroute_tight_avoidance
0.0,1.0,0.8286186612456148,0.07323495303821316,0.05,0.06699513885875788,0.0,1.0,0.7594202898550725,1.0,reroute_tight_avoidance
1.0,0.0,0.7,0.11033808295084879,0.05,0.11322979381125911,0.061634463481463043,1.0,0.5714285714285714,0.43,reroute_basic
1.0,0.0,0.7,0.08030540888029922,0.05,0.07732862077983631,0.0,1.0,0.5185185185185185,0.33,reroute_basic
0.0,1.0,0.9380987203928737,0.07383225153775756,0.05,0.0797542041489391,0.0,1.0,0.7486910994764399,1.0,reroute_wide_avoidance
1.0,0.0,0.7,0.05885779879925307,0.05,0.0582824427645658,0.08962607775166925,0.0,0.5789473684210527,1.0,reroute_basic
1.0,0.0,0.7,0.025789011344640896,0.05,0.023041008390499974,0.0,1.0,0.8012820512820512,1.0,reroute_basic
0.0,1.0,0.9200691653783136,0.002922504569472343,0.05,0.0,0.09556469905682896,0.0,0.8024007386888273,1.0,reroute_basic
1.0,0.0,0.7,0.022063587778240964,0.1,0.012651835553064287,0.018720821394833446,0.0,0.753623188405797,1.0,reroute_basic
1.0,0.0,0.7403191209461932,0.019775069532884916,0.1,0.012651835553064287,0.0,1.0,0.753623188405797,1.0,reroute_basic
1.0,0.0,0.7,0.019716080010566295,0.05,0.0196985545155104,0.0,1.0,0.5333333333333333,0.15,reroute_basic
1.0,0.0,0.7,0.12399369828487475,0.05,0.1476205160141662,0.0178612705644083,1.0,0.638888888888889,1.0,reroute_basic
1.0,0.0,0.7,0.07218361575468855,0.1,0.0721650158729993,0.0,1.0,0.7999999999999999,0.29,reroute_basic
1.0,0.0,0.7513823419762905,0.03560259367748632,0.05,0.0342963533132103,0.09246243568937688,0.0,0.6666666666666666,0.41,reroute_basic
0.0,1.0,0.312262550860962,0.035912665421001265,0.1,0.0,0.0,0.0,0.8215962441314554,1.0,reroute_basic
1.0,0.0,0.7,0.051497533175697684,0.1,0.10176779573015371,0.029602779857154406,1.0,0.7619047619047619,0.74,reroute_basic
1.0,0.0,0.7,0.07367412971719499,0.1,0.0797542041489391,0.0,1.0,0.7407407407407408,1.0,reroute_basic
1.0,0.0,0.83022176336632,0.0034631888825548507,0.05,0.0,0.0,0.0,0.7435897435897436,1.0,reroute_basic
1.0,0.0,0.7,0.03426833753645016,0.05,0.02371996424526833,0.18136926263541198,0.0,0.4047619047619047,0.95,reroute_basic
0.0,1.0,0.24881622124617325,0.021274174474485267,0.1,0.0,0.08948657984904232,0.0,0.8260869565217391,1.0,reroute_basic
1.0,0.0,0.9234255043621935,0.05079827544255235,0.05,0.04811165962075261,0.14957499958968787,0.0,0.7416666666666667,1.0,reroute_basic
1.0,0.0,0.7084940680895007,0.0053920944830581,0.1,0.0,0.20861302169277487,0.0,0.6666666666666666,0.84,reroute_basic
1.0,0.0,0.7,0.022131262652851792,0.05,0.004267731484960723,0.011420040736403372,0.0,0.7941176470588235,1.0,reroute_basic
1.0,0.0,0.7,0.029235219595158075,0.1,0.012651835553064287,0.09246243568937688,0.0,0.7350427350427351,1.0,reroute_basic
0.0,1.0,0.7782495535381211,0.051755374987159875,0.1,0.0,0.08948657984904232,0.0,0.8261758691206543,1.0,reroute_basic
1.0,0.0,0.7255706652538078,0.03796087148996585,0.05,0.04047495314770986,0.04047495314770986,0.0,0.7849462365591399,1.0,reroute_basic
0.0,1.0,0.21227599624418947,0.013084376419537403,0.1,0.0,0.0,0.0,0.8222222222222223,1.0,reroute_basic
1.0,0.0,0.7,0.07615055379787422,0.05,0.10384345877529294,0.2712797289293891,0.0,0.48333333333333334,1.0,reroute_basic
0.0,1.0,0.37579826575047104,0.009860290462081006,0.1,0.0,0.0060689858417691585,0.0,0.8191489361702128,1.0,reroute_basic
1.0,0.0,0.7,0.028171460953743146,0.05,0.027915268569654244,0.0,1.0,0.6666666666666666,0.85,reroute_basic
1.0,0.0,0.7184400894903218,0.05870236170205684,0.05,0.06699513885875788,0.0,1.0,0.6904761904761906,0.95,reroute_basic
0.0,1.0,0.7604623232407463,0.031113338658330724,0.1,0.0,0.07981060013631258,0.0,0.8175119202427394,1.0,reroute_basic
0.0,1.0,0.7391750743027763,0.052492454083530996,0.1,0.09489348202442154,0.20146071244133223,0.0,0.7129629629629629,1.0,reroute_basic
0.0,1.0,0.4948742338078338,0.00377822326545535,0.1,0.0,0.007589188275939808,0.0,0.8104575163398692,1.0,reroute_basic
1.0,0.0,0.7,0.029166845502581282,0.05,0.01909867251646481,0.07374161429454343,0.0,0.7666666666666666,1.0,reroute_basic
1.0,0.0,0.7,0.019649923922964656,0.1,0.0,0.06431892149080837,0.0,0.7931034482758621,1.0,reroute_basic
0.0,1.0,0.6308208629166433,0.0338778558401574,0.05,0.0,0.05751804842680865,0.0,0.8274509803921569,1.0,reroute_basic
0.0,1.0,0.8050657530928843,0.057412417306411966,0.05,0.10176779573015371,0.018720821394833446,1.0,0.7431972789115647,1.0,reroute_wide_avoidance
1.0,0.0,0.7,0.017112967345442667,0.1,0.0,0.0,0.0,0.6428571428571429,1.0,reroute_basic
1.0,0.0,0.95,0.022318466072174834,0.05,0.0,0.17799526097314425,0.0,0.6523809523809524,1.0,reroute_basic
1.0,0.0,0.7,0.020806311036861386,0.1,0.0,0.018720821394833446,0.0,0.787878787878788,1.0,reroute_basic
0.0,1.0,0.8635118492446737,0.030261104665306335,0.1,0.0,0.27039880160454427,0.0,0.8078703703703703,1.0,reroute_wide_avoidance
0.0,1.0,0.5897412403494954,0.0031850705075270984,0.1,0.0,0.21288075317773564,0.0,0.8042328042328042,1.0,reroute_basic
1.0,0.0,0.7,0.00275178959081968,0.1,0.0,0.0,0.0,0.7906976744186047,1.0,reroute_basic
1.0,0.0,0.7,0.014258710130373324,0.05,0.0,0.0971176585883235,0.0,0.7708333333333334,1.0,reroute_basic
0.0,1.0,0.5064330889788495,0.04374091846005293,0.1,0.0,0.10213841540210661,0.0,0.8175119202427394,1.0,reroute_basic
0.0,1.0,0.7878704384280518,0.013927947859757907,0.1,0.012651835553064287,0.029602779857154406,0.0,0.7619047619047619,0.61,reroute_basic
1.0,0.0,0.7,0.013544933795975937,0.1,0.0,0.029602779857154406,0.0,0.8070175438596491,1.0,reroute_basic
0.0,1.0,0.8019972041016897,0.015174400772812626,0.1,0.0,0.2253442016328297,0.0,0.8254649499284693,1.0,reroute_basic
1.0,0.0,0.7,0.018520655983692316,0.1,0.0,0.0,0.0,0.7973856209150326,1.0,reroute_basic
0.0,1.0,0.7204982272664471,0.03380726595482935,0.05,0.0,0.0,0.0,0.7688172043010754,1.0,reroute_tight_avoidance
1.0,0.0,0.7,0.01728705467086617,0.05,0.01909867251646481,0.0,1.0,0.5555555555555556,0.24,reroute_basic
0.0,1.0,0.6827148129256524,0.010444528504910754,0.1,0.0,0.06285965583222247,0.0,0.8250688705234159,1.0,reroute_basic
0.0,1.0,0.6303330152744211,0.008429671996202783,0.1,0.0,0.0060689858417691585,0.0,0.819672131147541,1.0,reroute_basic
1.0,0.0,0.7704545152480519,0.01630606077928575,0.1,0.0,0.04740783571766231,0.0,0.8125,1.0,reroute_basic
0.0,1.0,0.621766061874375,0.019519840785852012,0.05,0.0,0.044866212873744364,0.0,0.8223086900129702,1.0,reroute_basic
0.0,1.0,0.5898320795526979,0.030835702307026088,0.1,0.10204579127586419,0.04035263549033724,1.0,0.7207207207207208,1.0,reroute_basic
0.0,1.0,0.6698067628733045,0.01095592704109722,0.1,0.0,0.0,0.0,0.7111111111111111,1.0,reroute_basic
1.0,0.0,0.8669106642802217,0.13759478899096653,0.05,0.1853403904960197,0.035765390906331844,1.0,0.5,0.33,reroute_basic
1.0,0.0,0.7745022473782756,0.020225264368249292,0.05,0.018720821394833446,0.05751804842680865,0.0,0.7999999999999999,0.2,reroute_basic
1.0,0.0,0.8487979049919772,0.01480598626849447,0.05,0.0,0.0,0.0,0.7987421383647799,1.0,reroute_basic
1.0,0.0,0.7,0.04845967559545594,0.05,0.03434400810357334,0.0,1.0,0.7246376811594203,1.0,reroute_basic
1.0,0.0,0.7,0.12502583970538025,0.05,0.16360316210445738,0.19494679709156085,0.0,0.4444444444444444,0.17,reroute_basic
1.0,0.0,0.8374702030050065,0.01530497804792655,0.05,0.0,0.0,0.0,0.7483333333333334,1.0,reroute_basic
1.0,0.0,0.7,0.03140838525443234,0.05,0.016700324160236413,0.0,1.0,0.7714285714285715,1.0,reroute_basic
1.0,0.0,0.7,0.01704571598129486,0.05,0.0,0.0,0.0,0.7743589743589744,1.0,reroute_basic
0.0,1.0,0.8713532811938565,0.027092298066103245,0.05,0.0,0.2712797289293891,0.0,0.7567567567567567,1.0,reroute_basic
1.0,0.0,0.7,0.006748592540149136,0.05,0.0,0.08948657984904232,0.0,0.75,1.0,reroute_basic
0.0,1.0,0.6395685477074822,0.04999801625501765,0.05,0.0,0.0,0.0,0.7619047619047619,1.0,reroute_basic
0.0,1.0,0.45422724422337724,0.023764975526475055,0.05,0.018720821394833446,0.0,1.0,0.7666666666666666,1.0,reroute_tight_avoidance
0.0,1.0,0.7669557696728941,0.02799428325155685,0.1,0.0,0.2483852100233297,0.0,0.8242753623188407,1.0,reroute_basic
1.0,0.0,0.7,0.03948151730487874,0.05,0.030952302026718392,0.19838857218081454,0.0,0.5869565217391305,1.0,reroute_basic
0.0,1.0,0.6790826646553448,0.07489623740576498,0.05,0.03434400810357334,0.0,1.0,0.7657992565055762,1.0,reroute_basic
0.0,1.0,0.3647583051792192,0.025137252889476297,0.05,0.0,0.00807429880045579,0.0,0.7682291666666666,1.0,reroute_tight_avoidance
1.0,0.0,0.8139804553755334,0.0049031293166404465,0.05,0.0,0.0,0.0,0.5454545454545455,1.0,reroute_basic
1.0,0.0,0.7,0.02767327532709882,0.05,0.022915327435219252,0.0,1.0,0.5333333333333333,0.83,reroute_basic
1.0,0.0,0.7,0.016775220810170046,0.1,0.0,0.0,0.0,0.7962962962962963,1.0,reroute_basic
0.0,1.0,0.4883174473709154,0.0160466380399277,0.1,0.0,0.10821653460989325,0.0,0.7883597883597884,1.0,reroute_basic
1.0,0.0,0.7,0.006256090731677315,0.05,0.0,0.19494679709156085,0.0,0.5833333333333334,1.0,reroute_basic
0.0,1.0,0.789570406672945,0.03228803488843691,0.1,0.0,0.0,0.0,0.8333333333333334,1.0,reroute_basic
